,area,perimeter,physiological_length,physiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,87458.5,1259.4427736997604,380,339,1.12094395280236,1.4729271597386189,18.13655734119092,57.02254101343581,68.90103279619197,36.10027366551669,80.01838402491673,95.27279102919567,55.87269737607516,11.726446653391585,0.9964334240223098,0.7601368975560624,4.68750951040104
0,483641.0,3063.5962258577347,1078,651,1.6559139784946237,1.4510308265841811,19.406174900576577,92.62261936339523,115.28051143899204,54.669735576923074,95.4264982118548,98.88790712670033,96.41864795904563,55.146348079795345,0.99407185864735,0.6599326710888821,7.245560005705451
0,66976.0,1046.0,300,225,1.3333333333333333,1.0078236980410893,16.335941232680362,93.21475555555556,114.89247407407407,50.224014814814815,66.32766261673561,69.58773620953512,53.00672713030344,396.07392595440484,0.9543191031661363,0.1820498164453114,13.174409434664907
0,55236.5,1280.5067002773285,368,280,1.3142857142857143,1.8654331827686403,29.685034523460608,77.39318936877076,96.68181063122924,27.319094684385384,81.92400286835421,98.64497687752174,64.45928636626516,168.33096161604226,0.9674849489246332,0.6265234799024018,6.351787422316965
0,104711.5,1491.5260342359543,336,529,0.6351606805293005,1.6974639843761192,21.24551659372307,25.764808894572322,69.69079639102017,6.141318556408071,43.722160499048975,88.98322175012306,30.50208764573191,74.34808648111192,0.9915096161318091,0.6637183733708459,5.760475996474237
0,87801.0,1515.6021554470062,439,357,1.2296918767507004,1.7849796699354221,26.16200149879399,73.25568067226891,96.6358487394958,48.384851540616246,78.58631194879396,91.89573237726327,74.57682190521504,84.66661372768354,0.9895020064681355,0.5668375486892634,7.633147739116768
0,194712.5,1791.012192606926,395,500,0.79,1.014315978686525,16.474158947508087,75.534744,95.7757,56.78486,57.13862596225484,63.22244833530254,53.962972553227644,162.43361309994742,0.9842263391866176,0.40777191654191924,10.543816122046602
0,14017.0,697.4802289009094,66,307,0.21498371335504887,1.4455304273382321,34.70633300332917,8.475076807563534,11.509515710115613,6.988538242888118,34.221951257144326,45.62380405361152,30.45469565301608,9.392185090794406,0.9912217970717679,0.9534780121915636,1.0226920792731586
0,29254.0,1347.3868643045425,185,402,0.4601990049751244,2.542216449032611,62.058226639106714,85.17191779232233,94.00688158566588,74.47330919556236,108.56685949815288,111.66039440707821,109.99097379187224,76.32392803010154,0.9812533823565708,0.7974095206283569,4.971146432007725
0,14469.0,589.3036032915115,249,91,2.7362637362637363,1.5660377358490567,24.00157141836749,151.37510989010988,170.50139194139194,75.5592032967033,61.475288131184065,52.679177565507324,39.99785104697818,571.8675114924708,0.8326101946027793,0.13300369040814763,12.303082858481385
0,428.0,183.22034347057343,65,62,1.0483870967741935,9.41588785046729,78.43386509690397,38.78704486345904,52.32667262678804,26.086358907672302,70.09824789195551,82.58717144569506,63.8061031839234,52.92865196598951,0.9926496359735264,0.7757330039224939,4.43140437985897
0,20978.5,705.2274825572968,286,131,2.183206106870229,1.7859236837714803,23.707405303243906,23.540723443223442,32.58014652014652,15.809835164835166,53.46276980778854,64.61509455744205,47.539438518190806,260.17793077672,0.9624028858519752,0.8030993449401234,3.70526488826308
0,77.5,40.041630148887634,15,12,1.25,2.3225806451612905,20.688156709423318,95.06897806677019,143.10144280538302,47.47894183488613,48.29520035349446,52.424527728151844,48.10327649985592,78.30743827038171,0.9837818588857972,0.27427072834951216,12.177124637816897
0,492197.0,3047.159719109535,780,959,0.8133472367049009,1.5197573329378278,18.864768281325773,52.532151,86.054381,28.212142,61.836714873230434,85.44788437232863,51.16904931471599,69.81226011922837,0.9927715618211539,0.5674140060955832,7.5340637709698335
0,128395.5,1439.8935644626617,422,442,0.9547511312217195,1.4527300411618786,16.147711383817885,25.2071484375,43.9216359375,16.0906625,54.83585577509795,82.84046266400378,43.49568964634423,51.82451926571231,0.9875156651340782,0.8027649754277035,3.708266324875427
0,249.5,64.72792172431946,15,22,0.6818181818181818,1.3226452905811623,16.792400203405318,83.65066927083333,146.38492552083332,42.836747395833335,44.224211091748074,54.14781776102257,43.37992453005269,241.9696840632136,0.9485869592391898,0.1661011170853064,13.136353654307408
0,130708.0,1699.8376542329788,474,424,1.1179245283018868,1.5375952504819903,22.106130081925176,163.56495077355837,187.08034224097514,132.7439240506329,74.95054125345935,60.077315874438476,97.01807826361622,104.01859323960997,0.9870489057349168,0.44035490076152184,9.22529793719584
0,672.0,136.0,13,57,0.22807017543859648,1.1026785714285714,27.523809523809526,85.66402120092057,111.35179859125462,42.806495571518234,76.89093469662046,90.45828257606345,66.18856279576133,243.8074770469555,0.96592092239504,0.49147519605749346,8.786493762866884
0,364151.0,6130.148731231689,1097,895,1.2256983240223465,2.6961754876411157,103.19544218475714,34.893938194444445,36.862919444444444,29.696825694444446,73.0402113863701,75.430840670107,67.55463828702256,195.95633274520077,0.957983630113926,0.8033115171737215,3.846175260673601
0,168018.5,2408.3199704885483,736,417,1.764988009592326,1.8266559932388398,34.52003844965859,55.00711461661342,55.26032747603834,45.63672923322684,83.72129019675764,82.64432601079002,81.77004333633072,199.62004568003124,0.9804231180790142,0.6861999692934295,6.050256686587458
0,25500.5,1027.2518692016602,247,246,1.0040650406504066,2.3827768082978764,41.38140047364972,18.28922383922384,18.387269577269578,16.084275814275813,57.12885929546501,56.332120356704856,54.43298639404454,178.5696756617383,0.9485195482576558,0.9061308122893326,2.0265844902171435
0,310614.0,2439.890600681305,887,508,1.7460629921259843,1.4506622367311197,19.16547915835403,50.59250153866033,69.99259742865206,36.84109124170739,54.23316986469158,67.85786275043895,47.43955815092081,46.85890866766948,0.9960586763737985,0.5789736671126416,7.3889021934975485
0,69245.0,1060.4061958789825,334,289,1.1557093425605536,1.3939779045418441,16.23888078934992,18.048457397003745,29.53514747191011,11.986980337078652,43.539207057837466,65.735452461728,33.97408055822508,35.454023028723114,0.9915346358918156,0.8469965506461751,2.8241547600078656
0,66700.5,1032.5899616479874,314,303,1.0363036303630364,1.4264060989048057,15.985517783167923,232.029119140625,234.811927734375,226.414322265625,36.014875910396725,29.458437516818123,52.17560930358967,29.253505568506984,0.9868678166482161,0.6349825860129936,7.796911821878195
0,247195.5,2604.035699367523,872,496,1.7580645161290323,1.7496758638405634,27.431736919080265,67.08320462784847,77.07598864308967,47.582672850695474,80.83975980369306,84.94988442718235,66.38384813098968,1078.99964922444,0.93497161890364,0.441983917943938,10.090733324735158
0,258106.0,3077.421353340149,474,632,0.75,1.1606394272120757,36.69237517141761,85.90905236874433,96.39901124285637,77.45206430593387,68.54321711398134,67.23562107502717,53.62624313994225,397.5149002113763,0.9558513386184151,0.2230727845367336,12.962047632144179
0,237611.0,2221.9898952245712,600,450,1.3333333333333333,1.1363110293715357,20.77866384334101,89.07499629629629,102.49428518518519,79.46848148148148,38.917385546536444,38.54008068482399,37.10907484986146,282.36754645879313,0.8875393965170635,0.2905631630705845,12.130496093095548
